"name","address","phone","website","rating","reviewSnippet"
"Elite Dental Arts","9 E 45th St Fl 6th, New York, NY 10017","(212) 681-0939","http://www.elitedentalarts.com","5","If you are as apprehensive as I was about going to the dentist, then I have a secret that I must share with you.   The office of Dr Nick Mobilia is a very caring and patient…"
"Dr. Calamia","4 Lexington Ave Apt 1NP, New York, NY 10010","(212) 370-0012","https://drscalamia.com","5","So patient and caring! Couldn't have asked for a better experience."""
"Jane Song, DDS","347 5th Ave Rm 1406, New York, NY 10016","(212) 375-1160","http://www.citysmilesdentalnyc.com","5","I was sad when I first found out Dr. Denonno was no longer at City Smiles in NYC, but Dr. Song has been a great replacement. She is friendly and professional and I'm looking…"
"Robert G. Castracane, DMD","595 Madison Ave Fl 27, New York, NY 10022","(212) 758-9498","https://www.eastsidedentalmedicine.com/make-appointment","5","As a relatively new patient at this office I have been continuously impressed by the promptness in being treated, as well as the quality of care. I feel very comfortable and…"
"Marina Chernin, DDS","121 E 60th St Apt 6C, New York, NY 10022","(212) 421-0006",,"5","Dr. Chernin is the best. She is dedicated, meticulous and spend the required amount of time to make me feel both comfortable and pleased with the service. I highly recommend…"
"Hedieh Samadi, DDS","521 Park Ave, New York, NY 10065","(212) 355-4777","https://www.rejuvdentist.com","5","From the start Dr Semadi took a total care approach assessing the whole mouth.   She is very precise and does not settle until everything works to both her and my satisfaction.…"
"Jyoti P. Srivastava, MS DDS","595 Madison Ave Fl 27, New York, NY 10022","(212) 758-9498","https://www.eastsidedentalmedicine.com/make-appointment","5","The most knowledgeable and caring dentist I have ever been to! No one compares. Not only is she an expert in her field but the most understanding and kindest human being I…"
"Kuncio Orthodontics","315 W 70th St Apt 1J, New York, NY 10023","(718) 878-4822","https://www.kuncioorthodontics.com","4.5","I was very concerned about my smile. Had a lot of spaces between my teeth and found it difficult to speak. I shied away from crowd and had a closed smile. Until i met  Dr.…"
"Stanley Weiss, DDS & Emanuel Tennenbaum, DDS","370 Lexington Ave, New York, NY 10017","(212) 203-0763","https://www.370dental.com","5","I generally avoid recommending anything to anyone because  it's a good way to lose friends.  I make an exception for Dr. Weiss because I know my friends will quickly come to…"
"Francine Estrada, DDS","57 W 57th St Ste 1405, New York, NY 10019","(212) 245-8066",,"5","She is really nice and made sure I was comfortable."""
"Dr. Maia N Berger, DDS","1841 Broadway, New York, NY 10023","(212) 757-3183","http://www.coliseumdental.com","5","Dr. Berger, from day one has always taken such good care of me. I love her efficiency, her tenderness, and most of all how much she cares. I have referred her to others and…"
"Dr. Genevieve Fernandes, DDS, BDS","350 Central Park W Apt 1e, New York, NY 10025","(212) 678-1144","http://www.cpwdentalstudio.com","5","Very attentive to my needs and concerned with my progress."""
"Dental Arts Manhattan","108 W 15th St Apt 5b, New York, NY 10011","(212) 777-0423","http://www.dentalartsmanhattan.com","5","Doctors and everyone associated with the practice are very knowledgeable, friendly and helpful. I have received nothing but great care and respect."""
"Ahn, Sang Hoon, DDS","209 E 56th St, New York, NY 10022","(212) 355-2295","http://www.209nycdental.com/provider/benjamin-ahn-dds","5","doctor ahn is the best, i felt relax having him for my dentist."""
"Dr. Meira Stepansky, DDS","350 Central Park West New York  Ny, New York, NY 10025","(212) 678-1144","https://cpwdentalstudio.com","5","Dr. Stepansky was very communicative and consistently checked-in to ensure I was comfortable and pain-free. The cleaning was quick and pain-less."""
"Dr. Ramya Murthy, DMD","63 Wall St, New York, NY 10005","(212) 686-3686","https://www.hellotend.com","5","Dr Murthy was very nice and did a great job. She had to fix a root canal before she could even do my crown prep and explained it all to me. I am very thankful. Very nice.…"
"Alvina Lim, DDS","505 Laguardia Pl Apt L4, New York, NY 10012","(212) 995-8888","http://www.pediatricdentistsnyc.com","5","Dr. Lim in incredible. She will put any child right at ease with her kind personality and never gets flustered at even the most difficult kid. She really understands kids and…"
"Dr. Lana Rozenberg, DDS","29 W 19th St, New York, NY 10011","(212) 675-7877","https://www.unionsquaredentalny.com","5","Immediately upon choosing Dr. Lana and Rozenberg Dental for my cosmetic dentistry I knew I was in the right place. It was evident beyond doubt that she would be able to turn my…"
"Christine S. Calamia-Levitsky, DDS","4 Lexington Ave Apt 1NP, New York, NY 10010","(212) 370-0012","https://www.enamelique.com","5","Dr. Christine and her staff always make me feel welcome and very well taken care of  - whether it's for a cleaning or a root canal. You know that she cares and will only do…"
"Beniamin Ifraimov, D.D.S.","209 E 56th St, New York, NY 10022","(212) 355-2295","https://www.209nycdental.com","5","Dr.  Ifraimov  inspires complete confidence through both his expertise in treatment as well as a warm, caring manner.  All my work has been exceptional.  I feel grateful for…"
"Dr. Navid Rahmani, DDS","121 E 60th St Apt 6C2, New York, NY 10022","(212) 644-4477","https://www.nycdentalimplantscenter.com","5","Dr. Navid Rahmani is amazing, he demonstrates that he knows his craft well. I had to have serious gum surgery and 2 teeth extractions. He explained the process step by step and…"
"Metro Tech Smile Dental Care","350 Fulton St Ste 2, Brooklyn, NY 11201","(718) 488-8585","http://metrotechdentalcare.com","5","This place is Great! The staff is very nice and helpful.  Making an appointment is easy, and the dentist's know what they are doing.  They have a great sense of humor and very…"
"Century Dentistry Center","827 11th Ave Ground Fl, New York, NY 10019","(212) 929-2202","https://www.centurymedicaldental.com/dentistry","5","Awesome, friendly, and helpful staff. Dr. Dvorkina was very gentle with my filings and I barely felt anything! I also love the fact that they are not pushing procedures on you…"
"Dr. Nikita Vakil, DDS","30 E 40th St Rm 207, New York, NY 10016","(212) 696-4979","https://www.concerneddentalcare.com","4.5","I would definitely recommend coming to Dr. Vakil. She is very clear when explaining procedures, has a good bedside manner, and takes her time with patients. She ensures that…"
"Dr. Eliot E Folickman, DDS","123 W 79th St Apt 302, New York, NY 10024","(212) 877-3720",,"4.5","I particularly like that Dr Folickman does his own cleaning.  I am always super curious about what is going on, so he doesn't mind explaining the entire procedure.  I am also a…"
"Dazzling Smiles of Manhattan","200 E 72nd St, New York, NY 10021","(212) 744-7747",,"5","Friendly and knowledgable staff and doctors, appointments are on time. Great experience."""
"Pediatric Dentistry of New York","5 W 71st St, New York, NY 10023","(212) 362-7770","http://www.citykidsdentist.com","5","We've been bringing our kids to Pediatric Dentistry of New York for four years. Our kids always come out with a large smile from this place. All the staff here have become…"
"Rona Salomon, DDS","505 Laguardia Place L-4, New York, NY 10012","(212) 995-8888","http://www.pediatricdentistsnyc.com","5","I met Dr. Rona for the first time today, and it was a great experience. I've got very sensitive teeth and she was extremely gentle in handling and cleaning them. She was also…"
"Shalman Dentistry","44 W 10th St Ste 1A, New York, NY 10011","(212) 658-1093","https://www.shalmandentistry.com","5","Dr. Shalman is intelligent and very clear, and he immediately inspired my confidence.  He has a gentle touch as well and I'm glad I discovered this practice.  An extra bonus is…"
"Madison Avenue TMS & Psychiatry","515 Madison Ave, New York, NY 10022","(212) 731-2033","http://www.madisondental.com","5","My parents have been patients of Dr. Reskakis' for years so when I moved back to the NYC/NJ area, I knew I'd have a dentist lined up.  Dr. Reskakis is the consummate…"
"Revitta Smile","101 E 79th St, New York, NY 10075","(212) 535-1202","http://www.revittasmile.com","5","Dr.  is great. Really sweet and nice person, knows her stuff. I will always go to her for Botox and Juvederm. I had a slightly non-traditional issue, and a doctor at another…"
"Robert R Graffeo, DDS","411 1st St, Hoboken, NJ 07030","(201) 683-3531","https://www.robertgraffeodds.com","5","Pulled my wisdom teeth out stitches.. No pain or swelling! Woot Woot for this dentist!"""
"Saggese, Paolo, DMD","325 Broadway, New York, NY 10007","(212) 962-7565","http://www.thetribecadentist.com","5","I like this clinic. The facility is clean and well organized. The staff were all nice as well. Had a deep cleaning on my teeth done here and the result was fantastic! Would…"
"Dental Pyramids PC","155 E 55th St Apt 301, New York, NY 10022","(212) 582-2722","http://www.dentalpyramidspc.com","5","Not only do they clean my teeth but they can whiten and also do cosmetic procedures. I thought he was just a general dentist but he does a lot more procedures than I expected.…"
"Tetri Baruch","250 E 63rd St Lbby A, New York, NY 10065","(212) 759-5363","http://www.baruchtetridds.com","4.5","We want to thank you again for being so kind and willing to help us in our situation.Your staff was incredible and your gentle approach and professionalism was the best we’ve…"
"Aesthetic Dentistry Of New York","1 Rockefeller Plz, New York, NY 10020","(212) 840-1000","https://www.adnysmiles.com","5","I recently had dental treatment (root canal) at his office and I was pleased with the treatment and recovery. Most memorable was the good experience I felt interacting with the…"
"Cosmetic Dental Studios - Victoria Veytsman DDS","30 Central Park S #7A, New York, NY 10019","(212) 759-6700","https://veytsmandds.com/new-york-ny-cosmetic-dentistry","5","The best! From the time I first walked in I was greeted by the most lovely Jessica. I am not easy to please nor am I one to write reviews but Dr. Veytsman and Jessica can…"
"Smiles Park Avenue Dental, PLLC","121 E 60th St Apt 1b, New York, NY 10022","(212) 697-1701","http://smilesparkavenuedental.com","5","Dr. Harvey is the best comforting dentist I've had a chance to meet and experience her dental work on my teeth. No pain, quick visit and friendly environment. Clean office."""
"Koutsoyiannis, John, DDS","206 Spring St Fl 5, New York, NY 10012","(212) 334-7330","https://www.sohosmile.com","5","The clean waiting area and everything around is relaxed and attentive. The staff is always friendly and helpful.  Dr. John Koutsoyiannis is very knowledgeable and really cares…"
"Dr Charles Mark","347 5th Ave Rm 1310, New York, NY 10016","(212) 279-1232","http://www.oktooth.com","5","My first appointment with Dr. Marks was after I chipped my front tooth on a holiday weekend.  I left a message with his answering service and he called me back personally…"
"Edgar El Chaar","67 Park Ave, New York, NY 10016","(212) 685-5133","http://www.edgardelchaar.com","5","Dr. Edgard El Chaar is a very caring and attentive dentist. Initially, I was referred to go to him for a consultation . After I was diagnosed, I decided to go through with the…"
"Mazen Natour DMD, PLlc","30 Central Park S Rm 10d, New York, NY 10019","(212) 518-6494","http://www.simplyradiantsmile.com","5","The combination of a great dentist, friendly staff and new cabinet is a guarantee for amazing experience! I will certainly go there again!"""
"Louis Siegleman, D.D.S.","119 W 57th St Ste 815, New York, NY 10019","(212) 974-8737","http://www.dentalphobia.com","5","I wouldn't change a thing about Dr. Siegelman's. A friend told me about him about nine months ago and I am very confident in his skill level. He thoroughly goes over what he's…"
"Lenox Hill Dental: Irina Starik, DMD","175 East 79th Street Lenox Hill Dental  Suite 1b, New York, NY 10075","(212) 734-7799","https://uppereastdentist.com","5","As always, Dr. George Heller and his staff continue to deliver the best experience every time I visit. They take great care and pride in their profession and it shines with the…"
"Dental Ambitions","153 E 87th St Apt 1C, New York, NY 10128","(212) 722-8980","http://www.dentalambitions.com","5","Dr. Byun and his staff are excellent! I've been going to them for over 5 years. I always receive a thorough, professional cleaning from his hygenist. The doctor is very…"
"Samuel Rudick DDS","350 Central Park W Apt 1E, New York, NY 10025","(212) 678-1144",,"5","Great guy, and even better dentist.  He is very knowledgeable and concerned about all of his patients.  I always enjoy coming in for my appointments.  Dr. Rudick is awesome."""
"Dr. Andrew S. Paek, DDS","178 Newark Ave, Jersey City, NJ 07302","(201) 332-0403",,"5","Dr. Paek is very professional.   I had a deep cleaning done there and the office staff was able to accommodate me no problem.  Located very close to the PATH"""
"Young Kang DDS","26 Broadway, New York, NY 10004","(917) 261-6196",,"5","Dr. Kang is very professional and I could tell he really cares about his patients. He listens to you, spends time answering all the questions and makes sure you don't leave the…"
"Penn Plaza Dental Center","2 Penn Plz Rm 2495, New York, NY 10121","(212) 736-0670","http://www.heymanassociates.com","5","I'm happy I chose plazadental. Dr. Julien is the absolute best dentist I've had."""
"Simpson Laurence","160 E 32nd St Ste 103, New York, NY 10016","(212) 683-3328","http://dentistmidtownnyc.com","5","Dr. Simpson and associates are great!."""
"Francisco Perez Theresa","350 5th Ave, New York, NY 10118","(212) 239-8653",,"5","She always has done a great job cleaning my teeth and my mother's, for years. I've since moved and had other dentists but they don't do the same job. I'm going back to her."""
"Steven Fox, DDS","40 Park Ave, New York, NY 10016","(212) 953-1544","http://www.drstevefox.com","5","The best cosmetic dentist in New York! He has such an amazing story. His team is great and he truly loves what he does. Can't recommend him enough!"""
"34th Street Dental","225 W 35th St, New York, NY 10001","(212) 564-8164","http://www.mynyc-dentist.com","5","I've been going to these Dr. Mark and his brother for years. They're both great, as is just about everyone who works in the office. I've had some cavities and other issues and…"
"Core Smiles","30 E 40th St Rm 608, New York, NY 10016","(212) 251-0044","http://www.coresmiles.com","5","These 2 guys really know what their doing!  My experience with Dr. Gulizio  was like something from the future.  I mean, where else can you get a cap in less than 2 hours made…"
"Daniel Siu Chang, DDS, PC","30 E 40th St Rm 201, New York, NY 10016","(212) 867-0345","http://www.danielwankdds.com","5","Dr. Wank was honest and helpful.  A previous dentist wanted to do several filling that I did not think were neccessry.  Dr. Wank went over the xrays with me and pointed out…"
"Dr. Sandip Sachar, DDS","20 E 46th St Rm 1301, New York, NY 10017","(212) 752-1163","https://www.sachardental.com","5","This is by far the BEST dental of in NYC- no doubt!!"""
"Douglas P Magner, DDS","18 E 48th St Rm 1602, New York, NY 10017","(212) 223-3800","http://www.drmagner.com","5","Dr.Magner is a expert in his field of dentistry. He gave me the most natural beautiful smile. I couldn't be happier. I highly recommend Dr. Magner."""
"The Smile Bar NYC","425 Madison Ave #201, New York, NY 10017","(646) 389-6122","https://thesmilebarnyc.com/contact","5","best dentist!!!very honest and smart.love the office"""
"Preserve Your Teeth","630 5th Ave, New York, NY 10111","(212) 765-7340","http://www.preserveyourteeth.com","5","Preserve Your Teeth Dentistry is an excellent dental practice, and Dr. Urbankova is one of the best dentists I have had. The appointment process is easy, and I am always sent…"
"World of Smiles Inc","630 5th Ave, New York, NY 10111","(212) 247-5050",,"5","Appointment was available on a short notice. Highly professional and skilled doctor. Clean office, new equipment. Pleasant atmosphere."""
"Dr. Gildo Corradi","140 W 58th St Ste 2, New York, NY 10019","(212) 757-3879","http://midtownmanhattandental.com","5","The BEST dentist in the area!!!Dr. Corradi was referred to me by a close friend and couldn't be happier.  He has a great practice; making me feel very comfortable by truly…"
"Dr. Spiro Balaouras, DDS","200 Central Park S, New York, NY 10019","(212) 247-4194","http://www.nysmilespecialist.com","5","I have been seeing Spiro for over twenty-five years.  I am actually taking the time out to write some reviews for him because of how much I like and admire him (and his staff).…"
"Dr. Neil Zane","550 Park Ave, New York, NY 10065","(212) 826-0777","https://www.fromereye.com","5","Dr. Zane’s practice are nothing short of superlative.  In principle I needed a general dentist for cleanings.  The relationship morphed into one of complete trust for all my…"
"The Schulhof Center","125 E 69th St, New York, NY 10021","(212) 861-1859","http://www.theschulhofcenter.com","5","Let me start off by saying, that this is such a great office to come to. They give you a warm welcome and Dr.Schulhof is just fantastic! He went over the treatment that works…"
"Next Generation Dental","115 Central Park W, New York, NY 10023","(212) 362-3360","http://www.nxdental.com","5","I have always suffered from dental phobia until I meet Dr Ganjian and he has helped me to overcome all of my fears.  I recommend him to any one who needs a good dentist."""
"West End Dental Associates","243 W End Ave, New York, NY 10023","(212) 595-1100","http://www.westenddentalnyc.com","5","I was very pleased with the work of Dr. sacks 🌟🌟🌟🌟🌟"""
"Methal, Shane G, DDS","72 Greene St Fl 3, New York, NY 10012","(212) 226-5777","http://greenestreetdental.com","5","Dr Shane is wonderful, patient, thorough, even fun! more than you would ever expect from a dentist. I used to be super anxious about going to the dentist and having procedures…"
"Dr. Janice N. Wu, DDS","120 E 42nd St 5th Fl, New York, NY 10017","(212) 867-8862",,"5","I have been a patient over a decade.  Dr. Wu is warm, caring and very thorough took time to check and discuss any post or premedical conditions. She is a great addition to the…"
"Dr. Aimee F Kraft, DDS","120 E 42nd St 5th Fl, New York, NY 10017","(212) 867-8862",,"5","Surprise! I had two cavities. Dr. Kraft filled them on the spot, saving me an extra trip to the dentist. Throw in the whole 42nd St. crew, and you've got a loyal patient. …"
"Igor Tkachuk, DDS","65 Broadway Ste 408, New York, NY 10006","(212) 430-3888","https://www.65broadwaydental.com","5","Setting up the appointment was quick and easy.  Staff handled all of my calls very patiently and professionally.  Dr. Igor was punctual and very knowledgeable - highly…"
"Kuei-Chu Christie Chen, DDS","30 E 40th St Rm 602, New York, NY 10016","(646) 362-3368","https://www.midtowndentalartnyc.com","5","always make me very comfortable and I trust doctor Chen."""
"Dr. Robin A Nathanson, DMD","30 E 60th St Ste 704, New York, NY 10022","(212) 242-4488","http://www.drnathanson.com","5","Dr Nathanson is one of my favorite health care providers.  She is personable, efficient, on time, and clearly knowledgable. She seems to be very much on the new cutting edge…"
"Dr. Reshma Jacob, DDS","425 Madison Ave Rm 1800, New York, NY 10017","(212) 868-4657","https://www.midtowncosmeticdental.com","5","I took my 3 kids (4,6,8) and myself to Dr. Jacob and couldn't have asked for a better experience. Dr. Jacob was so thorough and so compassionate and patient with my kids and we…"
"Jonathan Mender, DDS","515 Madison Ave, New York, NY 10022","(212) 935-9300","http://madisondental.com","5","He's like no other dentist,the whole staff makes me feel welcome and cared for. Simply the best!"""
"Elite Dental Arts","9 E 45th St Fl 6th, New York, NY 10017","(212) 681-0939","http://www.elitedentalarts.com","5","If you are as apprehensive as I was about going to the dentist, then I have a secret that I must share with you.   The office of Dr Nick Mobilia is a very caring and patient…"
"Jane Song, DDS","347 5th Ave Rm 1406, New York, NY 10016","(212) 375-1160","http://www.citysmilesdentalnyc.com","5","I was sad when I first found out Dr. Denonno was no longer at City Smiles in NYC, but Dr. Song has been a great replacement. She is friendly and professional and I'm looking…"
"Robert G. Castracane, DMD","595 Madison Ave Fl 27, New York, NY 10022","(212) 758-9498","https://www.eastsidedentalmedicine.com/make-appointment","5","As a relatively new patient at this office I have been continuously impressed by the promptness in being treated, as well as the quality of care. I feel very comfortable and…"
"Marina Chernin, DDS","121 E 60th St Apt 6C, New York, NY 10022","(212) 421-0006",,"5","Dr. Chernin is the best. She is dedicated, meticulous and spend the required amount of time to make me feel both comfortable and pleased with the service. I highly recommend…"
"Hedieh Samadi, DDS","521 Park Ave, New York, NY 10065","(212) 355-4777","https://www.rejuvdentist.com","5","From the start Dr Semadi took a total care approach assessing the whole mouth.   She is very precise and does not settle until everything works to both her and my satisfaction.…"
"Jyoti P. Srivastava, MS DDS","595 Madison Ave Fl 27, New York, NY 10022","(212) 758-9498","https://www.eastsidedentalmedicine.com/make-appointment","5","The most knowledgeable and caring dentist I have ever been to! No one compares. Not only is she an expert in her field but the most understanding and kindest human being I…"
"Stanley Weiss, DDS & Emanuel Tennenbaum, DDS","370 Lexington Ave, New York, NY 10017","(212) 203-0763","https://www.370dental.com","5","I generally avoid recommending anything to anyone because  it's a good way to lose friends.  I make an exception for Dr. Weiss because I know my friends will quickly come to…"
"Francine Estrada, DDS","57 W 57th St Ste 1405, New York, NY 10019","(212) 245-8066",,"5","She is really nice and made sure I was comfortable."""
"Dr. Maia N Berger, DDS","1841 Broadway, New York, NY 10023","(212) 757-3183","http://www.coliseumdental.com","5","Dr. Berger, from day one has always taken such good care of me. I love her efficiency, her tenderness, and most of all how much she cares. I have referred her to others and…"
"Dr. Genevieve Fernandes, DDS, BDS","350 Central Park W Apt 1e, New York, NY 10025","(212) 678-1144","http://www.cpwdentalstudio.com","5","Very attentive to my needs and concerned with my progress."""
"Ahn, Sang Hoon, DDS","209 E 56th St, New York, NY 10022","(212) 355-2295","http://www.209nycdental.com/provider/benjamin-ahn-dds","5","doctor ahn is the best, i felt relax having him for my dentist."""
"Dr. Meira Stepansky, DDS","350 Central Park West New York  Ny, New York, NY 10025","(212) 678-1144","https://cpwdentalstudio.com","5","Dr. Stepansky was very communicative and consistently checked-in to ensure I was comfortable and pain-free. The cleaning was quick and pain-less."""
"Dr. Ramya Murthy, DMD","63 Wall St, New York, NY 10005","(212) 686-3686","https://www.hellotend.com","5","Dr Murthy was very nice and did a great job. She had to fix a root canal before she could even do my crown prep and explained it all to me. I am very thankful. Very nice.…"
"Alvina Lim, DDS","505 Laguardia Pl Apt L4, New York, NY 10012","(212) 995-8888","http://www.pediatricdentistsnyc.com","5","Dr. Lim in incredible. She will put any child right at ease with her kind personality and never gets flustered at even the most difficult kid. She really understands kids and…"
"Dr. Lana Rozenberg, DDS","29 W 19th St, New York, NY 10011","(212) 675-7877","https://www.unionsquaredentalny.com","5","Immediately upon choosing Dr. Lana and Rozenberg Dental for my cosmetic dentistry I knew I was in the right place. It was evident beyond doubt that she would be able to turn my…"
"Christine S. Calamia-Levitsky, DDS","4 Lexington Ave Apt 1NP, New York, NY 10010","(212) 370-0012","https://www.enamelique.com","5","Dr. Christine and her staff always make me feel welcome and very well taken care of  - whether it's for a cleaning or a root canal. You know that she cares and will only do…"
"Beniamin Ifraimov, D.D.S.","209 E 56th St, New York, NY 10022","(212) 355-2295","https://www.209nycdental.com","5","Dr.  Ifraimov  inspires complete confidence through both his expertise in treatment as well as a warm, caring manner.  All my work has been exceptional.  I feel grateful for…"
"Dr. Navid Rahmani, DDS","121 E 60th St Apt 6C2, New York, NY 10022","(212) 644-4477","https://www.nycdentalimplantscenter.com","5","Dr. Navid Rahmani is amazing, he demonstrates that he knows his craft well. I had to have serious gum surgery and 2 teeth extractions. He explained the process step by step and…"
"Dr. Nikita Vakil, DDS","30 E 40th St Rm 207, New York, NY 10016","(212) 696-4979","https://www.concerneddentalcare.com","4.5","I would definitely recommend coming to Dr. Vakil. She is very clear when explaining procedures, has a good bedside manner, and takes her time with patients. She ensures that…"
"Dr. Eliot E Folickman, DDS","123 W 79th St Apt 302, New York, NY 10024","(212) 877-3720",,"4.5","I particularly like that Dr Folickman does his own cleaning.  I am always super curious about what is going on, so he doesn't mind explaining the entire procedure.  I am also a…"
"Dr. Simon W. Rosenberg, DMD","399 E 72nd St Apt 1a, New York, NY 10021","(212) 988-8822","http://www.drsimonrosenberg.com","5","Had a minor dental emergency while on holiday in Manhattan. Looked up dentists in the area and Dr. Rosenberg came up in the search results and I'm glad he did. The service was…"
"Pediatric Dentistry of New York","5 W 71st St, New York, NY 10023","(212) 362-7770","http://www.citykidsdentist.com","5","We've been bringing our kids to Pediatric Dentistry of New York for four years. Our kids always come out with a large smile from this place. All the staff here have become…"
"Park East Oral and Maxillofacial Surgery PC","30 E 60th St Ste 1401, New York, NY 10022","(212) 593-2930","https://www.parkeastoms.com",,
"Brian C. Warner, DMD | Endodontics","121 E 60th St Apt 11a, New York, NY 10022","(212) 755-4833","http://www.warnerdmd.com",,
"Washington Square Dental GRP","2 5th Ave, New York, NY 10011","(212) 674-4011","http://www.washingtonsquaredentalgroup.com",,
"Lyssova Dental Wellness","131 E 38th St, New York, NY 10016","(212) 849-8289",,,
"Yiselle Zenit Castillo, DDS","110 E 40th St Rm 502, New York, NY 10016","(646) 459-0765","http://www.castillodds.com",,
"Prosthodontic Associate","60 E 42nd St Ste 1656, New York, NY 10165","(212) 986-4830",,,
"Jennifer E. Salzer, DDS","553 Park Ave, New York, NY 10065","(212) 755-2333","http://www.drmarclemchen.com",,
"Nina Kiani DDS PC","14 Penn Plz Ste 1314, New York, NY 10122","(212) 279-8770","http://www.ninakianidds.com",,
"Rosenthal, Larry W, Dds - Rosenthal Group","30 E 76th St Apt 5b, New York, NY 10021","(212) 794-9600","http://www.rosenthalapagrp.com",,
"Open Sesame Dentistry","191 Amsterdam Ave, New York, NY 10023","(212) 847-1200","http://www.opensesamekids.com",,
"David E. Azar, DDS","111 Broadway 8th Fl, New York, NY 10006","(212) 406-3500","https://www.drdavidazar.com/index.html",,
"West 10th Dental Pc","45 W 10th St Apt LE, New York, NY 10011","(212) 982-5883","http://www.west10thdental.com",,
"Villamar & Marin-Rojas","24 E 12th St Rm 301, New York, NY 10003","(212) 255-6633","http://www.unionsquaresmiles.com",,
"Union Square Dental","29 W 19th St Apt 1, New York, NY 10011","(212) 675-7877","http://www.unionsquaredentalny.com","1","The receptionists were incorrect in telling me the practice accepts my insurance. I believed them when they said they did, but about a month later I received a bill. I called…"
"Drs.Curatola & Zagami","330 W 58th St Ste 605, New York, NY 10019","(212) 586-3585","https://www.creatingnycsmiles.com",,
"Minoli & Vijay, DDS, PC","115 E 61st St, New York, NY 10065","(212) 888-4140","http://www.toothwiseguys.com",,
"Edgar El Chaar DDS PC","67 Park Ave 1a, New York, NY 10016","(212) 685-5133","http://www.edgardelchaar.com",,
"Sandra Engelson, DDS","41 Park Ave, New York, NY 10016","(212) 679-7779","http://www.41parkdental.com",,
"Michael Farahnick, DDS","123 E 37th St # 1C, New York, NY 10016","(212) 696-9666","http://www.michaelfarahnick.com",,
"Israel Joseph J","245 Park Ave, New York, NY 10167","(212) 922-0820","https://www.245parkdental.com/contactus",,
"Ladani Manish Dds","140 E 52nd St Apt 2c, New York, NY 10022","(646) 476-5370","http://nymidtowndentistry.com",,
"Ny Center for Specialized Dentistry","150 E 58th St Ste 3200, New York, NY 10155","(212) 752-7937","http://sdnyonline.com",,
"Dr. Kathy Kouroupas, DMD","10 Park Ter E Apt 2f, New York, NY 10034","(212) 779-0125",,,
"Steven Edelson","40 Park Ave, New York, NY 10016","(212) 889-6777","http://www.stevensyropdds.com",,
"Lue, Tristan L, DDS","70 W 36th St, New York, NY 10018","(212) 684-2868","http://www.bestcaredentist.com",,
"Shaskan Ronald DDS","124 E 40th St Rm 302, New York, NY 10016","(212) 983-0233",,,
"Dr. Bruce B Haber, DDS","122 E 42nd St Rm 2511, New York, NY 10168","(212) 697-0047","http://www.jonathanschwartzdds.com",,
"Albano, John F, DDS","693 5th Ave Fl 14, New York, NY 10022","(212) 223-3434","http://www.nysi.org",,
"Abel Farnum Hendy, DDS","632 W 147th St, New York, NY 10031","(212) 234-5678","http://www.hendydds.com",,
"Dynamic Smile Dental","80 Bowery, New York, NY 10013","(212) 219-8230","http://www.dynamicsmiledental.com",,
"Heifitz, Alexander, DDS","65 Broadway Ste 408, New York, NY 10006","(212) 430-3888","http://65broadwaydental.com",,
"65 Broadway Chiropractic & Fitness","65 Broadway Ste 408, New York, NY 10006","(212) 430-3888",,,
"dntl bar - Wall Street","26 Broad St, New York, NY 10005","(646) 512-8215","https://www.dntlbar.com/location/fidi",,
"Tend Wall Street","63 Wall St, New York, NY 10005","(212) 406-3686","https://www.hellotend.com/studios/new-york-city/wall-street",,
"Perlroth, Tatiana","67 Wall St Ste 2508, New York, NY 10005","(212) 344-9317","https://www.pearldentalnyc.com",,
"Pearl Dental NYC","67 Wall St Ste 2508, New York, NY 10005","(212) 344-9317","http://www.pearldentalnyc.com",,
"The Exchange Dental Group","39 Broadway, New York, NY 10006","(212) 422-9229","https://www.theexchangedentalgroup.com",,
"Todd Goldstein DDS","39 Broadway, New York, NY 10006","(212) 422-9229","https://www.drtoddgoldsteinnyc.com",,
"Roytberg, Simon, DDS","250 S End Ave, New York, NY 10280","(212) 912-1212",,,
"Greene Street Dental","72 Greene St 3rd Fl, New York, NY 10012","(516) 604-5720","https://greenestreetdental.com",,
"Stella Dental","22 Renwick St, New York, NY 10013","(212) 375-3119","http://www.stelladentalnyc.com",,
"Bright Healthy Smiles","206 Spring St, New York, NY 10012","(212) 925-7760","http://www.brighthealthysmiles.com",,
"The Woo","206 Spring St, New York, NY 10012","(212) 925-2364","http://www.sohosmile.com",,
"Innovative Dental","27 Whitehall St # 105, New York, NY 10004","(917) 934-3207","https://innovativedentalnyc.com",,
"Tend West Village","330 Hudson St, New York, NY 10013","(212) 686-3686","https://www.hellotend.com/studios/new-york-city/west-village",,
"Charles Levin, DDS","3 Washington Square Vlg Apt 1D, New York, NY 10012","(212) 477-4330","http://archdentalofmanhattan.com",,
"Jordan A. Reich, DDS","3 Washington Square Vlg Apt 1D, New York, NY 10012","(212) 477-4330","http://archdentalofmanhattan.com",,
"Natalie Scarmato, DDS","31 Washington Sq W Apt 5F, New York, NY 10011","(212) 358-1400","https://nataliescarmatodds.com",,
"Dr. Alina Lee Lane, DDS","24 Washington Sq N, New York, NY 10011","(929) 243-1293",,,
"Alexander J Antonakos","55 E 9th St, New York, NY 10003","(212) 475-8688","http://www.newyorkcosmeticdental.com",,
